flight_no;amount;fare_conditions;seat_no;additional_money
PG0039;3200;Economy;15A;false
PG0039;3200;Economy;15C;false
PG0039;3200;Economy;15D;false
PG0039;3200;Economy;15E;false
PG0039;3200;Economy;15F;false
PG0039;3200;Economy;16A;false
PG0039;3200;Economy;16C;false
PG0039;3200;Economy;16D;false
PG0039;3200;Economy;16E;false
PG0039;3200;Economy;16F;false
PG0039;3200;Economy;17A;false
PG0039;3200;Economy;17C;false
PG0039;3200;Economy;17D;false
PG0039;3200;Economy;17E;false
PG0039;3200;Economy;17F;false
PG0039;3200;Economy;18A;false
PG0039;3200;Economy;18C;false
PG0039;3200;Economy;18D;false
PG0039;3200;Economy;18E;false
PG0039;3200;Economy;18F;false
PG0039;3200;Economy;19A;false
PG0039;3200;Economy;19C;false
PG0039;3200;Economy;19D;false
PG0039;3200;Economy;19E;false
PG0039;3200;Economy;19F;false
PG0039;3200;Economy;20A;false
PG0039;3200;Economy;20C;false
PG0039;3200;Economy;20D;false
PG0039;3200;Economy;20E;false
PG0039;3200;Economy;20F;false
PG0039;3200;Economy;4A;false
PG0039;3200;Economy;4C;false
PG0039;3200;Economy;4D;false
PG0039;3200;Economy;4E;false
PG0039;3200;Economy;4F;false
PG0039;3200;Economy;5A;false
PG0039;3200;Economy;5C;false
PG0039;3200;Economy;5D;false
PG0039;3200;Economy;5E;false
PG0039;3200;Economy;5F;false
PG0039;3500;Economy;6A;true
PG0039;3500;Economy;6C;true
PG0039;3500;Economy;6D;true
PG0039;3500;Economy;6E;true
PG0039;3500;Economy;6F;true
PG0039;3200;Economy;7A;false
PG0039;3200;Economy;7C;false
PG0039;3200;Economy;7D;false
PG0039;3200;Economy;7E;false
PG0039;3200;Economy;7F;false
PG0039;3200;Economy;8A;false
PG0039;3200;Economy;8C;false
PG0039;3200;Economy;8D;false
PG0039;3200;Economy;8E;false
PG0039;3200;Economy;8F;false
PG0039;3200;Economy;9A;false
PG0039;3200;Economy;9C;false
PG0039;3200;Economy;9D;false
PG0039;3200;Economy;9E;false
PG0039;3200;Economy;9F;false
PG0040;9700;Business;1A;false
PG0040;9700;Business;1C;false
PG0040;9700;Business;1D;false
PG0040;9700;Business;1F;false
PG0040;9700;Business;2A;false
PG0040;9700;Business;2C;false
PG0040;9700;Business;2D;false
PG0040;9700;Business;2F;false
PG0040;9700;Business;3A;false
PG0040;9700;Business;3C;false
PG0040;9700;Business;3D;false
PG0040;9700;Business;3F;false
PG0040;3200;Economy;10A;false
PG0040;3200;Economy;10C;false
PG0040;3200;Economy;10D;false
PG0040;3200;Economy;10E;false
PG0040;3200;Economy;10F;false
PG0040;3200;Economy;11A;false
PG0040;3200;Economy;11C;false
PG0040;3200;Economy;11D;false
PG0040;3200;Economy;11E;false
PG0040;3200;Economy;11F;false
PG0040;3200;Economy;12A;false
PG0040;3200;Economy;12C;false
PG0040;3200;Economy;12D;false
PG0040;3200;Economy;12E;false
PG0040;3200;Economy;12F;false
PG0040;3200;Economy;13A;false
PG0040;3200;Economy;13C;false
PG0040;3200;Economy;13D;false
PG0040;3200;Economy;13E;false
PG0040;3200;Economy;13F;false
PG0040;3200;Economy;14A;false
PG0040;3200;Economy;14C;false
PG0040;3200;Economy;14D;false
PG0040;3200;Economy;14E;false
PG0040;3200;Economy;14F;false
PG0040;3200;Economy;15A;false
PG0040;3200;Economy;15C;false
PG0040;3200;Economy;15D;false
PG0040;3200;Economy;15E;false
PG0040;3200;Economy;15F;false
PG0040;3200;Economy;16A;false
PG0040;3200;Economy;16C;false
PG0040;3200;Economy;16D;false
PG0040;3200;Economy;16E;false
PG0040;3200;Economy;16F;false
PG0040;3200;Economy;17A;false
PG0040;3200;Economy;17C;false
PG0040;3200;Economy;17D;false
PG0040;3200;Economy;17E;false
PG0040;3200;Economy;17F;false
PG0040;3200;Economy;18A;false
PG0040;3200;Economy;18C;false
PG0040;3200;Economy;18D;false
PG0040;3200;Economy;18E;false
PG0040;3200;Economy;18F;false
PG0040;3200;Economy;19A;false
PG0040;3200;Economy;19C;false
PG0040;3200;Economy;19D;false
PG0040;3200;Economy;19E;false
PG0040;3200;Economy;19F;false
PG0040;3200;Economy;20A;false
PG0040;3200;Economy;20C;false
PG0040;3200;Economy;20D;false
PG0040;3200;Economy;20E;false
PG0040;3200;Economy;20F;false
PG0040;3200;Economy;4A;false
PG0040;3200;Economy;4C;false
PG0040;3200;Economy;4D;false
PG0040;3200;Economy;4E;false
PG0040;3200;Economy;4F;false
PG0040;3200;Economy;5A;false
PG0040;3200;Economy;5C;false
PG0040;3200;Economy;5D;false
PG0040;3200;Economy;5E;false
PG0040;3200;Economy;5F;false
PG0040;3500;Economy;6A;true
PG0040;3500;Economy;6C;true
PG0040;3500;Economy;6D;true
PG0040;3500;Economy;6E;true
PG0040;3500;Economy;6F;true
PG0040;3200;Economy;7A;false
PG0040;3200;Economy;7C;false
PG0040;3200;Economy;7D;false
PG0040;3200;Economy;7E;false
PG0040;3200;Economy;7F;false
PG0040;3200;Economy;8A;false
PG0040;3200;Economy;8C;false
PG0040;3200;Economy;8D;false
PG0040;3200;Economy;8E;false
PG0040;3200;Economy;8F;false
PG0040;3200;Economy;9A;false
PG0040;3200;Economy;9C;false
PG0040;3200;Economy;9D;false
PG0040;3200;Economy;9E;false
PG0040;3200;Economy;9F;false
PG0041;20900;Economy;18A;false
PG0041;20900;Economy;18B;false
PG0041;20900;Economy;18C;false
PG0041;20900;Economy;18D;false
PG0041;20900;Economy;19A;false
PG0041;20900;Economy;19B;false
PG0041;20900;Economy;19C;false
PG0041;20900;Economy;19D;false
PG0041;23000;Economy;1A;true
PG0041;23000;Economy;1B;true
PG0041;23000;Economy;1C;true
PG0041;23000;Economy;1D;true
PG0041;20900;Economy;20A;false
PG0041;20900;Economy;20B;false
PG0041;20900;Economy;20C;false
PG0041;20900;Economy;20D;false
PG0041;20900;Economy;21A;false
PG0041;20900;Economy;21B;false
PG0041;20900;Economy;21C;false
PG0041;20900;Economy;21D;false
PG0041;20900;Economy;22A;false
PG0041;20900;Economy;22B;false
PG0041;20900;Economy;22C;false
PG0041;20900;Economy;22D;false
PG0041;20900;Economy;23A;false
PG0041;20900;Economy;23B;false
PG0041;20900;Economy;2A;false
PG0041;20900;Economy;2B;false
PG0041;20900;Economy;2C;false
PG0041;20900;Economy;2D;false
PG0041;20900;Economy;3A;false
PG0041;20900;Economy;3B;false
PG0041;20900;Economy;3C;false
PG0041;20900;Economy;3D;false
PG0041;20900;Economy;4A;false
PG0041;20900;Economy;4B;false
PG0041;20900;Economy;4C;false
PG0041;20900;Economy;4D;false
PG0041;20900;Economy;5A;false
PG0041;20900;Economy;5B;false
PG0041;20900;Economy;5C;false
PG0041;20900;Economy;5D;false
PG0041;20900;Economy;6A;false
PG0041;20900;Economy;6B;false
PG0041;20900;Economy;6C;false
PG0041;20900;Economy;6D;false
PG0041;20900;Economy;7A;false
PG0041;20900;Economy;7B;false
PG0041;20900;Economy;7C;false
PG0041;20900;Economy;7D;false
PG0042;23600;Economy;18A;false
PG0042;23600;Economy;18B;false
PG0042;23600;Economy;18C;false
PG0042;23600;Economy;18D;false
PG0042;23600;Economy;19A;false
PG0042;23600;Economy;19B;false
PG0042;23600;Economy;19C;false
PG0042;23600;Economy;19D;false
PG0042;26000;Economy;1A;true
PG0042;26000;Economy;1C;true
PG0042;26000;Economy;1D;true
PG0042;23600;Economy;20A;false
PG0042;23600;Economy;20B;false
PG0042;23600;Economy;20C;false
PG0042;23600;Economy;20D;false
PG0042;23600;Economy;21A;false
PG0042;23600;Economy;21B;false
PG0042;23600;Economy;21C;false
PG0042;23600;Economy;21D;false
PG0042;23600;Economy;22A;false
PG0042;23600;Economy;22B;false
PG0042;23600;Economy;22C;false
PG0042;23600;Economy;22D;false
PG0042;23600;Economy;23A;false
PG0042;23600;Economy;23B;false
PG0042;23600;Economy;2A;false
PG0042;23600;Economy;2B;false
PG0042;23600;Economy;2C;false
PG0042;23600;Economy;2D;false
PG0042;23600;Economy;3A;false
PG0042;23600;Economy;3B;false
PG0042;23600;Economy;3C;false
PG0042;23600;Economy;3D;false
PG0042;23600;Economy;4A;false
PG0042;23600;Economy;4B;false
PG0042;23600;Economy;4C;false
PG0042;23600;Economy;4D;false
PG0042;23600;Economy;5A;false
PG0042;23600;Economy;5B;false
PG0042;23600;Economy;5C;false
PG0042;23600;Economy;5D;false
PG0042;23600;Economy;6A;false
PG0042;23600;Economy;6B;false
PG0042;23600;Economy;6C;false
PG0042;23600;Economy;6D;false
PG0042;23600;Economy;7A;false
PG0042;23600;Economy;7B;false
PG0042;23600;Economy;7C;false
PG0042;23600;Economy;7D;false
PG0043;9900;Economy;18A;false
PG0043;9900;Economy;18B;false
PG0043;9900;Economy;18C;false
PG0043;9900;Economy;18D;false
PG0043;9900;Economy;19A;false
PG0043;9900;Economy;19B;false
PG0043;9900;Economy;19C;false
PG0043;9900;Economy;19D;false
PG0043;10900;Economy;1A;true
PG0043;10900;Economy;1B;true
PG0043;10900;Economy;1C;true
PG0043;10900;Economy;1D;true
PG0043;9900;Economy;20A;false
PG0043;9900;Economy;20B;false
PG0043;9900;Economy;20C;false
PG0043;9900;Economy;20D;false
PG0043;9900;Economy;21A;false
PG0043;9900;Economy;21B;false
PG0043;9900;Economy;21C;false
PG0043;9900;Economy;21D;false
PG0043;9900;Economy;22A;false
PG0043;9900;Economy;22B;false
PG0043;9900;Economy;22C;false
PG0043;9900;Economy;22D;false
PG0043;9900;Economy;23A;false
PG0043;9900;Economy;23B;false
PG0043;9900;Economy;2A;false
PG0043;9900;Economy;2B;false
PG0043;9900;Economy;2C;false
PG0043;9900;Economy;2D;false
PG0043;9900;Economy;3A;false
PG0043;9900;Economy;3B;false
PG0043;9900;Economy;3C;false
PG0043;9900;Economy;3D;false
PG0043;9900;Economy;4A;false
PG0043;9900;Economy;4B;false
PG0043;9900;Economy;4C;false
PG0043;9900;Economy;4D;false
PG0043;9900;Economy;5A;false
PG0043;9900;Economy;5B;false
PG0043;9900;Economy;5C;false
PG0043;9900;Economy;5D;false
PG0043;9900;Economy;6A;false
PG0043;9900;Economy;6B;false
PG0043;9900;Economy;6C;false
PG0043;9900;Economy;6D;false
PG0043;9900;Economy;7A;false
PG0043;9900;Economy;7B;false
PG0043;9900;Economy;7C;false
PG0043;9900;Economy;7D;false
PG0044;9900;Economy;18A;false
PG0044;9900;Economy;18B;false
PG0044;9900;Economy;18C;false
PG0044;9900;Economy;18D;false
PG0044;9900;Economy;19A;false
PG0044;9900;Economy;19B;false
PG0044;9900;Economy;19C;false
PG0044;9900;Economy;19D;false
PG0044;10900;Economy;1A;true
PG0044;10900;Economy;1B;true
PG0044;10900;Economy;1C;true
PG0044;10900;Economy;1D;true
PG0044;9900;Economy;20A;false
PG0044;9900;Economy;20B;false
PG0044;9900;Economy;20C;false
PG0044;9900;Economy;20D;false
PG0044;9900;Economy;21A;false
PG0044;9900;Economy;21B;false
PG0044;9900;Economy;21C;false
PG0044;9900;Economy;21D;false
PG0044;9900;Economy;22A;false
PG0044;9900;Economy;22B;false
PG0044;9900;Economy;22C;false
PG0044;9900;Economy;22D;false
PG0044;9900;Economy;23A;false
PG0044;9900;Economy;23B;false
PG0044;9900;Economy;2A;false
PG0044;9900;Economy;2B;false
PG0044;9900;Economy;2C;false
PG0044;9900;Economy;2D;false
PG0044;9900;Economy;3A;false
PG0044;9900;Economy;3B;false
PG0044;9900;Economy;3C;false
PG0044;9900;Economy;3D;false
PG0044;9900;Economy;4A;false
PG0044;9900;Economy;4B;false
PG0044;9900;Economy;4C;false
PG0044;9900;Economy;4D;false
PG0044;9900;Economy;5A;false
PG0044;9900;Economy;5B;false
PG0044;9900;Economy;5C;false
PG0044;9900;Economy;5D;false
PG0044;9900;Economy;6A;false
PG0044;9900;Economy;6B;false
PG0044;9900;Economy;6C;false
PG0044;9900;Economy;6D;false
PG0044;9900;Economy;7A;false
PG0044;9900;Economy;7B;false
PG0044;9900;Economy;7C;false
PG0044;9900;Economy;7D;false
PG0045;14600;Economy;18A;false
PG0045;14600;Economy;18B;false
PG0045;14600;Economy;18C;false
PG0045;14600;Economy;18D;false
PG0045;14600;Economy;19A;false
PG0045;14600;Economy;19B;false
PG0045;14600;Economy;19C;false
PG0045;14600;Economy;19D;false
PG0045;16100;Economy;1A;true
PG0045;16100;Economy;1B;true
PG0045;16100;Economy;1C;true
PG0045;16100;Economy;1D;true
PG0045;14600;Economy;20A;false
PG0045;14600;Economy;20B;false
PG0045;14600;Economy;20C;false
PG0045;14600;Economy;20D;false
PG0045;14600;Economy;21A;false
PG0045;14600;Economy;21B;false
PG0045;14600;Economy;21C;false
PG0045;14600;Economy;21D;false
PG0045;14600;Economy;22A;false
PG0045;14600;Economy;22B;false
PG0045;14600;Economy;22C;false
PG0045;14600;Economy;22D;false
PG0045;14600;Economy;23A;false
PG0045;14600;Economy;23B;false
PG0045;14600;Economy;2A;false
PG0045;14600;Economy;2B;false
PG0045;14600;Economy;2C;false
PG0045;14600;Economy;2D;false
PG0045;14600;Economy;3A;false
PG0045;14600;Economy;3B;false
PG0045;14600;Economy;3C;false
PG0045;14600;Economy;3D;false
PG0045;14600;Economy;4A;false
PG0045;14600;Economy;4B;false
PG0045;14600;Economy;4C;false
PG0045;14600;Economy;4D;false
PG0045;14600;Economy;5A;false
PG0045;14600;Economy;5B;false
PG0045;14600;Economy;5C;false
PG0045;14600;Economy;5D;false
PG0045;14600;Economy;6A;false
PG0045;14600;Economy;6B;false
PG0045;14600;Economy;6C;false
PG0045;14600;Economy;6D;false
PG0045;14600;Economy;7A;false
PG0045;14600;Economy;7B;false
PG0045;14600;Economy;7C;false
PG0045;14600;Economy;7D;false
PG0046;14600;Economy;18A;false
PG0046;14600;Economy;18B;false
PG0046;14600;Economy;18C;false
PG0046;14600;Economy;18D;false
PG0046;14600;Economy;19A;false
PG0046;14600;Economy;19B;false
PG0046;14600;Economy;19C;false
PG0046;14600;Economy;19D;false
PG0046;16100;Economy;1A;true
PG0046;16100;Economy;1B;true
PG0046;16100;Economy;1C;true
PG0046;16100;Economy;1D;true
PG0046;14600;Economy;20A;false
PG0046;14600;Economy;20B;false
PG0046;14600;Economy;20C;false
PG0046;14600;Economy;20D;false
PG0046;14600;Economy;21A;false
PG0046;14600;Economy;21B;false
PG0046;14600;Economy;21C;false
PG0046;14600;Economy;21D;false
PG0046;14600;Economy;22A;false
PG0046;14600;Economy;22B;false
PG0046;14600;Economy;22C;false
PG0046;14600;Economy;22D;false
PG0046;14600;Economy;23A;false
PG0046;14600;Economy;23B;false
PG0046;14600;Economy;2A;false
PG0046;14600;Economy;2B;false
PG0046;14600;Economy;2C;false
PG0046;14600;Economy;2D;false
PG0046;14600;Economy;3A;false
PG0046;14600;Economy;3B;false
PG0046;14600;Economy;3C;false
PG0046;14600;Economy;3D;false
PG0046;14600;Economy;4A;false
PG0046;14600;Economy;4B;false
PG0046;14600;Economy;4C;false
PG0046;14600;Economy;4D;false
PG0046;14600;Economy;5A;false
PG0046;14600;Economy;5B;false
PG0046;14600;Economy;5C;false
PG0046;14600;Economy;5D;false
PG0046;14600;Economy;6A;false
PG0046;14600;Economy;6B;false
PG0046;14600;Economy;6C;false
PG0046;14600;Economy;6D;false
PG0046;14600;Economy;7A;false
PG0046;14600;Economy;7B;false
PG0046;14600;Economy;7C;false
PG0046;14600;Economy;7D;false
PG0049;12300;Economy;18A;false
PG0049;12300;Economy;18B;false
PG0049;12300;Economy;18C;false
PG0049;12300;Economy;18D;false
PG0049;12300;Economy;19A;false
PG0049;12300;Economy;19B;false
PG0049;12300;Economy;19C;false
PG0049;12300;Economy;19D;false
PG0049;13500;Economy;1A;true
PG0049;13500;Economy;1B;true
PG0049;13500;Economy;1C;true
PG0049;13500;Economy;1D;true
PG0049;12300;Economy;20A;false
PG0049;12300;Economy;20B;false
PG0049;12300;Economy;20C;false
PG0049;12300;Economy;20D;false
PG0049;12300;Economy;21A;false
PG0049;12300;Economy;21B;false
PG0049;12300;Economy;21C;false
PG0049;12300;Economy;21D;false
PG0049;12300;Economy;22A;false
PG0049;12300;Economy;22B;false
PG0049;12300;Economy;22C;false
PG0049;12300;Economy;22D;false
PG0049;12300;Economy;23A;false
PG0049;12300;Economy;23B;false
PG0049;12300;Economy;2A;false
PG0049;12300;Economy;2B;false
PG0049;12300;Economy;2C;false
PG0049;12300;Economy;2D;false
PG0049;12300;Economy;3A;false
PG0049;12300;Economy;3B;false
PG0049;12300;Economy;3C;false
PG0049;12300;Economy;3D;false
PG0049;12300;Economy;4A;false
PG0049;12300;Economy;4B;false
PG0049;12300;Economy;4C;false
PG0049;12300;Economy;4D;false
PG0049;12300;Economy;5A;false
PG0049;12300;Economy;5B;false
PG0049;12300;Economy;5C;false
PG0049;12300;Economy;5D;false
PG0049;12300;Economy;6A;false
PG0049;12300;Economy;6B;false
PG0049;12300;Economy;6C;false
PG0049;12300;Economy;6D;false
PG0049;12300;Economy;7A;false
PG0049;12300;Economy;7B;false
PG0049;12300;Economy;7C;false
PG0049;12300;Economy;7D;false
PG0050;7200;Economy;18A;false
PG0050;7200;Economy;18B;false
PG0050;7200;Economy;18C;false
PG0050;7200;Economy;18D;false
PG0050;7200;Economy;19A;false
PG0050;7200;Economy;19B;false
PG0050;7200;Economy;19C;false
PG0050;7200;Economy;19D;false
PG0050;7900;Economy;1A;true
PG0050;7900;Economy;1B;true
PG0050;7900;Economy;1C;true
PG0050;7900;Economy;1D;true
PG0050;7200;Economy;20A;false
PG0050;7200;Economy;20B;false
PG0050;7200;Economy;20C;false
PG0050;7200;Economy;20D;false
PG0050;7200;Economy;21A;false
PG0050;7200;Economy;21B;false
PG0050;7200;Economy;21C;false
PG0050;7200;Economy;21D;false
PG0050;7200;Economy;22A;false
PG0050;7200;Economy;22B;false
PG0050;7200;Economy;22C;false
PG0050;7200;Economy;22D;false
PG0050;7200;Economy;23A;false
PG0050;7200;Economy;23B;false
PG0050;7200;Economy;2A;false
PG0050;7200;Economy;2B;false
PG0050;7200;Economy;2C;false
PG0050;7200;Economy;2D;false
PG0050;7200;Economy;3A;false
PG0050;7200;Economy;3B;false
PG0050;7200;Economy;3C;false
PG0050;7200;Economy;3D;false
PG0050;7200;Economy;4A;false
PG0050;7200;Economy;4B;false
PG0050;7200;Economy;4C;false
PG0050;7200;Economy;4D;false
PG0050;7200;Economy;5A;false
PG0050;7200;Economy;5B;false
PG0050;7200;Economy;5C;false
PG0050;7200;Economy;5D;false
PG0050;7200;Economy;6A;false
PG0050;7200;Economy;6B;false
PG0050;7200;Economy;6C;false
PG0050;7200;Economy;6D;false
PG0050;7200;Economy;7A;false
PG0050;7200;Economy;7B;false
PG0050;7200;Economy;7C;false
PG0050;7200;Economy;7D;false
PG0051;7200;Economy;18A;false
PG0051;7200;Economy;18B;false
PG0051;7200;Economy;18C;false
PG0051;7200;Economy;18D;false
PG0051;7200;Economy;19A;false
PG0051;7200;Economy;19B;false
PG0051;7200;Economy;19C;false
PG0051;7200;Economy;19D;false
PG0051;7900;Economy;1A;true
PG0051;7900;Economy;1B;true
PG0051;7900;Economy;1C;true
PG0051;7900;Economy;1D;true
PG0051;7200;Economy;20A;false
PG0051;7200;Economy;20B;false
PG0051;7200;Economy;20C;false
PG0051;7200;Economy;20D;false
PG0051;7200;Economy;21A;false
PG0051;7200;Economy;21B;false
PG0051;7200;Economy;21C;false
PG0051;7200;Economy;21D;false
PG0051;7200;Economy;22A;false
PG0051;7200;Economy;22B;false
PG0051;7200;Economy;22C;false
PG0051;7200;Economy;22D;false
PG0051;7200;Economy;23A;false
PG0051;7200;Economy;23B;false
PG0051;7200;Economy;2A;false
PG0051;7200;Economy;2B;false
PG0051;7200;Economy;2C;false
PG0051;7200;Economy;2D;false
PG0051;7200;Economy;3A;false
PG0051;7200;Economy;3B;false
PG0051;7200;Economy;3C;false
PG0051;7200;Economy;3D;false
PG0051;7200;Economy;4A;false
PG0051;7200;Economy;4B;false
PG0051;7200;Economy;4C;false
PG0051;7200;Economy;4D;false
PG0051;7200;Economy;5A;false
PG0051;7200;Economy;5B;false
PG0051;7200;Economy;5C;false
PG0051;7200;Economy;5D;false
PG0051;7200;Economy;6A;false
PG0051;7200;Economy;6B;false
PG0051;7200;Economy;6C;false
PG0051;7200;Economy;6D;false
PG0051;7200;Economy;7A;false
PG0051;7200;Economy;7B;false
PG0051;7200;Economy;7C;false
PG0051;7200;Economy;7D;false
PG0052;19300;Economy;18A;false
PG0052;19300;Economy;18B;false
PG0052;19300;Economy;18C;false
PG0052;19300;Economy;18D;false
PG0052;19300;Economy;19A;false
PG0052;19300;Economy;19B;false
PG0052;19300;Economy;19C;false
PG0052;19300;Economy;19D;false
PG0052;21300;Economy;1A;true
PG0052;21300;Economy;1B;true
PG0052;21300;Economy;1C;true
PG0052;21300;Economy;1D;true
PG0052;19300;Economy;20A;false
PG0052;19300;Economy;20B;false
PG0052;19300;Economy;20C;false
PG0052;19300;Economy;20D;false
PG0052;19300;Economy;21A;false
PG0052;19300;Economy;21B;false
PG0052;19300;Economy;21C;false
PG0052;19300;Economy;21D;false
PG0052;19300;Economy;22A;false
PG0052;19300;Economy;22B;false
PG0052;19300;Economy;22C;false
PG0052;19300;Economy;22D;false
PG0052;19300;Economy;23A;false
PG0052;19300;Economy;23B;false
PG0052;19300;Economy;2A;false
PG0052;19300;Economy;2B;false
PG0052;19300;Economy;2C;false
PG0052;19300;Economy;2D;false
PG0052;19300;Economy;3A;false
PG0052;19300;Economy;3B;false
PG0052;19300;Economy;3C;false
PG0052;19300;Economy;3D;false
PG0052;19300;Economy;4A;false
PG0052;19300;Economy;4B;false
PG0052;19300;Economy;4C;false
PG0052;19300;Economy;4D;false
PG0052;19300;Economy;5A;false
PG0052;19300;Economy;5B;false
PG0052;19300;Economy;5C;false
PG0052;19300;Economy;5D;false
PG0052;19300;Economy;6A;false
PG0052;19300;Economy;6B;false
PG0052;19300;Economy;6C;false
PG0052;19300;Economy;6D;false
PG0052;19300;Economy;7A;false
PG0052;19300;Economy;7B;false
PG0052;19300;Economy;7C;false
PG0052;19300;Economy;7D;false
PG0053;19300;Economy;18A;false
PG0053;19300;Economy;18B;false
PG0053;19300;Economy;18C;false
PG0053;19300;Economy;18D;false
PG0053;19300;Economy;19A;false
PG0053;19300;Economy;19B;false
PG0053;19300;Economy;19C;false
PG0053;19300;Economy;19D;false
PG0053;21300;Economy;1A;true
PG0053;21300;Economy;1B;true
PG0053;21300;Economy;1C;true
PG0053;21300;Economy;1D;true
PG0053;19300;Economy;20A;false
PG0053;19300;Economy;20B;false
PG0053;19300;Economy;20C;false
